customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,cluster,segment
405-1651832-5455921,117,1,1105.7,1,1,2,4,112,1,Occasional Buyers
405-1652013-1089369,96,1,615.32,2,1,1,4,211,1,Occasional Buyers
405-1652314-1907746,27,1,271.65,4,1,1,6,411,0,Regular Customers
405-1653031-2860053,43,1,1802.59,4,1,3,8,413,0,Regular Customers
405-1653101-8835040,77,1,1543.42,2,1,2,5,212,1,Occasional Buyers
405-1653292-5493075,87,1,2083.35,2,1,3,6,213,1,Occasional Buyers
405-1653636-6780855,79,1,500.41,2,1,1,4,211,1,Occasional Buyers
405-1653642-2688349,107,1,557.81,1,1,1,3,111,1,Occasional Buyers
405-1653900-3274974,78,1,1496.13,2,1,2,5,212,1,Occasional Buyers
405-1653914-9028042,67,1,2816.74,3,1,4,8,314,1,Occasional Buyers
405-1654075-9427752,33,1,2754.57,4,1,4,9,414,0,Regular Customers
405-1654291-1465051,41,1,1055.32,4,1,2,7,412,0,Regular Customers
405-1654307-7368895,71,1,4317.48,3,1,5,9,315,2,High Value Customers
405-1654452-5275706,18,1,523.61,5,1,1,7,511,0,Regular Customers
405-1654528-5804893,46,1,2593.84,4,1,4,9,414,0,Regular Customers
405-1654539-3951120,71,1,1657.56,3,1,2,6,312,1,Occasional Buyers
405-1654565-5659887,18,1,2083.35,5,1,3,9,513,0,Regular Customers
405-1654617-9356707,118,1,2527.2,1,1,4,6,114,1,Occasional Buyers
405-1654641-6903179,39,1,748.9,4,1,1,6,411,0,Regular Customers
405-1654813-2727658,102,1,2883.97,1,1,4,6,114,1,Occasional Buyers
405-1655047-8307936,16,1,431.26,5,1,1,7,511,0,Regular Customers
405-1655758-2472848,27,1,7653.66,4,1,5,10,415,2,High Value Customers
405-1656018-6205389,77,1,2132.66,2,1,3,6,213,1,Occasional Buyers
405-1656368-4971639,42,1,2847.63,4,1,4,9,414,0,Regular Customers
405-1656469-5829178,47,1,2083.35,4,1,3,8,413,0,Regular Customers
405-1656955-4744765,23,1,3362.26,5,1,4,10,514,0,Regular Customers
405-1657523-6312738,50,1,792.34,3,1,1,5,311,0,Regular Customers
405-1657767-9361961,37,1,1325.89,4,1,2,7,412,0,Regular Customers
405-1657955-3090938,44,1,4458.74,4,1,5,10,415,2,High Value Customers
405-1658233-3094493,64,1,3029.64,3,1,4,8,314,1,Occasional Buyers
405-1658315-1156000,25,1,3317.34,5,1,4,10,514,0,Regular Customers
405-1658398-1439245,99,1,2449.27,1,1,4,6,114,1,Occasional Buyers
405-1658505-7830542,6,1,1064.16,5,1,2,8,512,0,Regular Customers
405-1658549-2373684,75,1,398.1,2,1,1,4,211,1,Occasional Buyers
405-1658558-2202777,49,1,2648.75,4,1,4,9,414,0,Regular Customers
405-1658864-2283358,49,1,5052.54,4,1,5,10,415,2,High Value Customers
405-1658982-3633935,32,1,760.09,4,1,1,6,411,0,Regular Customers
405-1659242-1901647,107,1,2970.68,1,1,4,6,114,1,Occasional Buyers
405-1659344-1762957,14,1,2714.85,5,1,4,10,514,0,Regular Customers
405-1659402-7874714,73,1,630.9,3,1,1,5,311,1,Occasional Buyers
405-1659515-7657369,54,1,2897.61,3,1,4,8,314,0,Regular Customers
405-1659683-9462304,22,1,1286.92,5,1,2,8,512,0,Regular Customers
405-1659899-8529908,113,1,1423.15,1,1,2,4,112,1,Occasional Buyers
405-1660477-1539702,15,1,1928.51,5,1,3,9,513,0,Regular Customers
405-1660893-1415057,5,1,2176.33,5,1,3,9,513,0,Regular Customers
405-1660929-2170811,36,1,4481.1,4,1,5,10,415,2,High Value Customers
405-1661039-3531725,25,1,743.49,5,1,1,7,511,0,Regular Customers
405-1662070-6262457,74,1,2278.52,3,1,3,7,313,1,Occasional Buyers
405-1662439-1354764,27,1,2115.07,4,1,3,8,413,0,Regular Customers
405-1662501-4813941,117,1,4619.32,1,1,5,7,115,1,Occasional Buyers
405-1662762-3512020,8,1,5081.66,5,1,5,11,515,2,High Value Customers
405-1662875-2837117,102,1,3920.2,1,1,5,7,115,1,Occasional Buyers
405-1662885-1986681,7,1,4600.74,5,1,5,11,515,0,Regular Customers
405-1662948-8965311,59,1,1678.92,3,1,2,6,312,0,Regular Customers
405-1662957-1918415,89,1,2697.88,2,1,4,7,214,1,Occasional Buyers
405-1663080-1276951,3,1,5253.76,5,1,5,11,515,2,High Value Customers
405-1663346-2443607,8,1,998.69,5,1,1,7,511,0,Regular Customers
405-1663479-2973560,116,1,532.23,1,1,1,3,111,1,Occasional Buyers
405-1663597-8965566,33,1,4505.1,4,1,5,10,415,2,High Value Customers
405-1664245-6959091,28,1,944.76,4,1,1,6,411,0,Regular Customers
405-1664268-9256830,54,1,1937.53,3,1,3,7,313,0,Regular Customers
405-1665455-4465923,76,1,1047.85,2,1,2,5,212,1,Occasional Buyers
405-1665736-8338336,116,1,1620.56,1,1,2,4,112,1,Occasional Buyers
405-1665989-7930881,19,1,2198.91,5,1,3,9,513,0,Regular Customers
405-1666976-3478208,85,1,3399.15,2,1,4,7,214,1,Occasional Buyers
405-1667026-6578730,64,1,1226.28,3,1,2,6,312,1,Occasional Buyers
405-1667109-9217973,62,1,1626.63,3,1,2,6,312,1,Occasional Buyers
405-1667332-2387479,45,1,5304.76,4,1,5,10,415,2,High Value Customers
405-1667503-8501748,106,1,763.77,1,1,1,3,111,1,Occasional Buyers
405-1667572-4279793,109,1,1313.85,1,1,2,4,112,1,Occasional Buyers
405-1667969-3377669,122,1,1787.45,1,1,3,5,113,1,Occasional Buyers
405-1667996-6528397,8,1,2750.06,5,1,4,10,514,0,Regular Customers
405-1668027-8011275,43,1,1845.05,4,1,3,8,413,0,Regular Customers
405-1668647-7009100,14,1,4983.46,5,1,5,11,515,2,High Value Customers
405-1668930-8527221,120,1,821.0,1,1,1,3,111,1,Occasional Buyers
405-1669324-7003042,96,1,3660.06,2,1,4,7,214,1,Occasional Buyers
405-1669366-3103251,26,1,2083.35,4,1,3,8,413,0,Regular Customers
405-1669402-9470869,52,1,1091.47,3,1,2,6,312,0,Regular Customers
405-1669536-3703270,70,1,1506.83,3,1,2,6,312,1,Occasional Buyers
405-1669704-4382712,66,1,2250.14,3,1,3,7,313,1,Occasional Buyers
405-1670091-3578714,4,1,649.6,5,1,1,7,511,0,Regular Customers
405-1670175-6828090,105,1,1212.78,1,1,2,4,112,1,Occasional Buyers
405-1670280-9629656,109,1,6074.04,1,1,5,7,115,2,High Value Customers
405-1670494-5361236,110,1,2334.72,1,1,3,5,113,1,Occasional Buyers
405-1670508-5817243,93,1,2227.0,2,1,3,6,213,1,Occasional Buyers
405-1670602-3667835,81,1,5552.2,2,1,5,8,215,2,High Value Customers
405-1670704-9320227,92,1,816.51,2,1,1,4,211,1,Occasional Buyers
405-1670731-4997118,62,1,484.64,3,1,1,5,311,1,Occasional Buyers
405-1670942-2873196,101,1,2446.01,1,1,4,6,114,1,Occasional Buyers
405-1671026-1223302,122,1,2382.64,1,1,3,5,113,1,Occasional Buyers
405-1671083-8879460,66,1,5005.24,3,1,5,9,315,2,High Value Customers
405-1671125-8150563,17,1,220.01,5,1,1,7,511,0,Regular Customers
405-1671253-5112267,32,1,2083.35,4,1,3,8,413,0,Regular Customers
405-1671774-2078275,35,1,2982.58,4,1,4,9,414,0,Regular Customers
405-1672419-1067483,13,1,705.39,5,1,1,7,511,0,Regular Customers
405-1673328-6745248,51,1,4035.6,3,1,5,9,315,2,High Value Customers
405-1674051-3757722,69,1,1038.17,3,1,2,6,312,1,Occasional Buyers
405-1674441-6966677,60,1,2766.66,3,1,4,8,314,0,Regular Customers
405-1674565-2420776,116,1,954.58,1,1,1,3,111,1,Occasional Buyers
405-1674806-9616864,79,1,2473.13,2,1,4,7,214,1,Occasional Buyers
405-1675013-1198973,5,1,794.31,5,1,1,7,511,0,Regular Customers
405-1675318-1425376,8,1,3270.48,5,1,4,10,514,0,Regular Customers
405-1675878-8153870,65,1,400.11,3,1,1,5,311,1,Occasional Buyers
405-1675880-3828157,22,1,1879.55,5,1,3,9,513,0,Regular Customers
405-1676062-8406359,16,1,2534.4,5,1,4,10,514,0,Regular Customers
405-1676408-2100963,42,1,1407.02,4,1,2,7,412,0,Regular Customers
405-1676458-8426705,55,1,663.83,3,1,1,5,311,0,Regular Customers
405-1676801-5596964,77,1,3769.12,2,1,5,8,215,1,Occasional Buyers
405-1676925-2077798,80,1,2331.41,2,1,3,6,213,1,Occasional Buyers
405-1677384-3209546,105,1,8188.97,1,1,5,7,115,2,High Value Customers
405-1677815-3721129,85,1,2083.35,2,1,3,6,213,1,Occasional Buyers
405-1678012-3476500,77,1,5980.04,2,1,5,8,215,2,High Value Customers
405-1678705-4870140,80,1,1917.0,2,1,3,6,213,1,Occasional Buyers
405-1678748-5419695,31,1,963.43,4,1,1,6,411,0,Regular Customers
405-1679206-7444705,120,1,2083.35,1,1,3,5,113,1,Occasional Buyers
405-1679272-6036405,62,1,5205.7,3,1,5,9,315,2,High Value Customers
405-1680351-8721466,1,1,550.06,5,1,1,7,511,0,Regular Customers
405-1680571-6528087,77,1,1136.56,2,1,2,5,212,1,Occasional Buyers
405-1680603-7841678,94,1,408.49,2,1,1,4,211,1,Occasional Buyers
405-1680769-9496690,118,1,4147.36,1,1,5,7,115,1,Occasional Buyers
405-1681281-5887559,11,1,579.06,5,1,1,7,511,0,Regular Customers
405-1681337-2197007,6,1,2252.07,5,1,3,9,513,0,Regular Customers
405-1681620-6291198,42,1,937.75,4,1,1,6,411,0,Regular Customers
405-1681622-4619806,110,1,1080.96,1,1,2,4,112,1,Occasional Buyers
405-1681750-1722381,120,1,5279.48,1,1,5,7,115,2,High Value Customers
405-1682224-9646030,122,1,1177.2,1,1,2,4,112,1,Occasional Buyers
405-1682377-8723287,110,1,1386.22,1,1,2,4,112,1,Occasional Buyers
405-1683183-7862208,65,1,2083.35,3,1,3,7,313,1,Occasional Buyers
405-1683303-1942341,28,1,1367.8,4,1,2,7,412,0,Regular Customers
405-1683398-6549728,8,1,2514.77,5,1,4,10,514,0,Regular Customers
405-1683519-7830708,2,1,905.23,5,1,1,7,511,0,Regular Customers
405-1683648-2422554,44,1,4899.94,4,1,5,10,415,2,High Value Customers
405-1683748-4482265,63,1,2083.35,3,1,3,7,313,1,Occasional Buyers
405-1683778-4238654,20,1,2112.48,5,1,3,9,513,0,Regular Customers
405-1683846-2370652,85,1,2083.35,2,1,3,6,213,1,Occasional Buyers
405-1683924-2439514,38,1,2689.12,4,1,4,9,414,0,Regular Customers
405-1684290-3286450,12,1,2794.3,5,1,4,10,514,0,Regular Customers
405-1684447-6072619,51,1,2242.0,3,1,3,7,313,0,Regular Customers
405-1684585-4612277,54,1,1387.16,3,1,2,6,312,0,Regular Customers
405-1684856-4761837,101,1,392.96,1,1,1,3,111,1,Occasional Buyers
405-1684891-4796153,110,1,1645.78,1,1,2,4,112,1,Occasional Buyers
405-1685102-7861340,51,1,1333.1,3,1,2,6,312,0,Regular Customers
405-1685214-2194735,81,1,430.72,2,1,1,4,211,1,Occasional Buyers
405-1685719-5818920,114,1,219.73,1,1,1,3,111,1,Occasional Buyers
405-1686069-3650813,88,1,3653.48,2,1,4,7,214,1,Occasional Buyers
405-1686502-2232191,44,1,8188.97,4,1,5,10,415,2,High Value Customers
405-1687106-7495753,118,1,1489.12,1,1,2,4,112,1,Occasional Buyers
405-1687273-6784800,70,1,5344.86,3,1,5,9,315,2,High Value Customers
405-1687360-1696282,88,1,1848.06,2,1,3,6,213,1,Occasional Buyers
405-1687925-2260809,52,1,662.4,3,1,1,5,311,0,Regular Customers
405-1688393-9089289,15,1,6360.9,5,1,5,11,515,2,High Value Customers
405-1688540-1647274,2,1,2171.34,5,1,3,9,513,0,Regular Customers
405-1688728-5357215,112,1,8174.52,1,1,5,7,115,2,High Value Customers
405-1688743-1930920,97,1,2589.68,2,1,4,7,214,1,Occasional Buyers
405-1688893-4792814,44,1,818.41,4,1,1,6,411,0,Regular Customers
405-1689297-9143467,24,1,4835.66,5,1,5,11,515,2,High Value Customers
405-1690299-7836920,94,1,1860.7,2,1,3,6,213,1,Occasional Buyers
405-1690400-1132131,32,1,1738.04,4,1,2,7,412,0,Regular Customers
405-1690535-7284719,115,1,2322.5,1,1,3,5,113,1,Occasional Buyers
405-1690939-6363827,90,1,4395.32,2,1,5,8,215,2,High Value Customers
405-1690944-8048866,38,1,658.64,4,1,1,6,411,0,Regular Customers
405-1691208-9573257,14,1,937.38,5,1,1,7,511,0,Regular Customers
405-1691345-8974622,48,1,8188.97,4,1,5,10,415,2,High Value Customers
405-1691494-2371866,107,1,1161.51,1,1,2,4,112,1,Occasional Buyers
405-1691882-8139205,48,1,616.53,4,1,1,6,411,0,Regular Customers
405-1692029-9533771,57,1,1575.44,3,1,2,6,312,0,Regular Customers
405-1692415-2283011,51,1,2291.69,3,1,3,7,313,0,Regular Customers
405-1692603-2665490,109,1,2661.7,1,1,4,6,114,1,Occasional Buyers
405-1692649-1022759,91,1,1420.7,2,1,2,5,212,1,Occasional Buyers
405-1693322-6785153,88,1,1565.07,2,1,2,5,212,1,Occasional Buyers
405-1693334-5897211,42,1,5023.82,4,1,5,10,415,2,High Value Customers
405-1693335-9126853,101,1,4806.38,1,1,5,7,115,2,High Value Customers
405-1693675-7474028,14,1,2319.44,5,1,3,9,513,0,Regular Customers
405-1693751-6983630,10,1,2716.84,5,1,4,10,514,0,Regular Customers
405-1694177-8973904,5,1,972.78,5,1,1,7,511,0,Regular Customers
405-1694189-3759956,115,1,7323.5,1,1,5,7,115,2,High Value Customers
405-1694381-5925285,40,1,1657.54,4,1,2,7,412,0,Regular Customers
405-1694617-8001419,81,1,3868.82,2,1,5,8,215,1,Occasional Buyers
405-1694896-3433654,39,1,3307.26,4,1,4,9,414,0,Regular Customers
405-1695757-4804193,66,1,640.5,3,1,1,5,311,1,Occasional Buyers
405-1695823-4567897,60,1,912.16,3,1,1,5,311,0,Regular Customers
405-1696562-2208756,27,1,1730.56,4,1,2,7,412,0,Regular Customers
405-1696882-5189797,19,1,1042.85,5,1,2,8,512,0,Regular Customers
405-1697027-5871427,17,1,2831.86,5,1,4,10,514,0,Regular Customers
405-1697035-5073088,52,1,1911.54,3,1,3,7,313,0,Regular Customers
405-1697380-3213863,72,1,5785.98,3,1,5,9,315,2,High Value Customers
405-1698108-8404902,53,1,518.78,3,1,1,5,311,0,Regular Customers
405-1698251-2235469,94,1,4914.34,2,1,5,8,215,2,High Value Customers
405-1698728-2805209,107,1,912.96,1,1,1,3,111,1,Occasional Buyers
405-1699076-5534683,18,1,1706.94,5,1,2,8,512,0,Regular Customers
405-1700032-8406889,100,1,4311.98,1,1,5,7,115,1,Occasional Buyers
405-1700078-2413429,93,1,3871.12,2,1,5,8,215,1,Occasional Buyers
405-1700105-1995911,100,1,4174.54,1,1,5,7,115,1,Occasional Buyers
405-1700247-9842303,45,1,2083.35,4,1,3,8,413,0,Regular Customers
405-1700485-7794094,85,1,931.0,2,1,1,4,211,1,Occasional Buyers
405-1700794-2830300,103,1,1820.67,1,1,3,5,113,1,Occasional Buyers
405-1700866-2475122,122,1,2263.31,1,1,3,5,113,1,Occasional Buyers
405-1701226-6561073,33,1,1624.84,4,1,2,7,412,0,Regular Customers
405-1701249-4155691,35,1,2917.41,4,1,4,9,414,0,Regular Customers
405-1701323-6291867,104,1,1522.95,1,1,2,4,112,1,Occasional Buyers
405-1701654-1894966,61,1,3921.64,3,1,5,9,315,2,High Value Customers
405-1701867-1452592,47,1,2251.74,4,1,3,8,413,0,Regular Customers
405-1702279-9814646,30,1,2190.11,4,1,3,8,413,0,Regular Customers
405-1702379-2644539,4,1,2906.7,5,1,4,10,514,0,Regular Customers
405-1702835-3392771,76,1,1888.76,2,1,3,6,213,1,Occasional Buyers
405-1703012-1656482,77,1,1354.9,2,1,2,5,212,1,Occasional Buyers
405-1703275-1310048,116,1,4540.8,1,1,5,7,115,1,Occasional Buyers
405-1704088-4737821,54,1,1886.75,3,1,3,7,313,0,Regular Customers
405-1704225-9154863,55,1,338.2,3,1,1,5,311,0,Regular Customers
405-1704334-3597016,59,1,2535.22,3,1,4,8,314,0,Regular Customers
405-1704422-6623638,75,1,1598.28,2,1,2,5,212,1,Occasional Buyers
405-1704480-1606208,95,1,4724.86,2,1,5,8,215,2,High Value Customers
405-1704586-3317309,111,1,3546.48,1,1,4,6,114,1,Occasional Buyers
405-1705021-6129339,80,1,1321.51,2,1,2,5,212,1,Occasional Buyers
405-1705423-3472027,67,1,1828.23,3,1,3,7,313,1,Occasional Buyers
405-1705736-2337442,84,1,903.84,2,1,1,4,211,1,Occasional Buyers
405-1706082-9525222,45,1,549.2,4,1,1,6,411,0,Regular Customers
405-1706512-9222323,87,1,2271.86,2,1,3,6,213,1,Occasional Buyers
405-1706553-6839035,5,1,2287.2,5,1,3,9,513,0,Regular Customers
405-1706777-3606356,2,1,1226.3,5,1,2,8,512,0,Regular Customers
405-1706985-9517521,25,1,1648.26,5,1,2,8,512,0,Regular Customers
405-1708032-1544413,11,1,1605.86,5,1,2,8,512,0,Regular Customers
405-1708113-2744246,23,1,1347.79,5,1,2,8,512,0,Regular Customers
405-1708536-5941978,48,1,5811.18,4,1,5,10,415,2,High Value Customers
405-1708649-5130025,33,1,1903.66,4,1,3,8,413,0,Regular Customers
405-1708702-8157213,119,1,4846.0,1,1,5,7,115,2,High Value Customers
405-1708738-3549629,85,1,1874.2,2,1,3,6,213,1,Occasional Buyers
405-1708763-1518223,36,1,5250.6,4,1,5,10,415,2,High Value Customers
405-1709629-6027944,92,1,2003.61,2,1,3,6,213,1,Occasional Buyers
405-1709661-1006464,80,1,8188.97,2,1,5,8,215,2,High Value Customers
405-1709968-1587125,46,1,2910.24,4,1,4,9,414,0,Regular Customers
405-1710195-8260302,3,1,2955.85,5,1,4,10,514,0,Regular Customers
405-1710227-2053958,18,1,598.61,5,1,1,7,511,0,Regular Customers
405-1710236-1125632,117,1,7979.55,1,1,5,7,115,2,High Value Customers
405-1710310-3495082,100,1,4088.3,1,1,5,7,115,1,Occasional Buyers
405-1710400-1021661,37,1,1882.13,4,1,3,8,413,0,Regular Customers
405-1710499-8024481,79,1,2249.36,2,1,3,6,213,1,Occasional Buyers
405-1710837-3260893,51,1,1820.4,3,1,3,7,313,0,Regular Customers
405-1711046-5631490,74,1,3725.66,3,1,5,9,315,1,Occasional Buyers
405-1711137-6759462,101,1,7129.65,1,1,5,7,115,2,High Value Customers
405-1711250-8279472,112,1,859.48,1,1,1,3,111,1,Occasional Buyers
405-1711887-3103130,11,1,3607.92,5,1,4,10,514,0,Regular Customers
405-1712128-2304558,17,1,2001.4,5,1,3,9,513,0,Regular Customers
405-1712614-8091913,72,1,814.15,3,1,1,5,311,1,Occasional Buyers
405-1712617-2793755,18,1,1176.1,5,1,2,8,512,0,Regular Customers
405-1712963-8748381,41,1,2981.57,4,1,4,9,414,0,Regular Customers
405-1712974-4006937,78,1,661.26,2,1,1,4,211,1,Occasional Buyers
405-1713188-4494413,86,1,5215.72,2,1,5,8,215,2,High Value Customers
405-1713404-1312101,7,1,1748.06,5,1,2,8,512,0,Regular Customers
405-1713659-5028393,14,1,1286.91,5,1,2,8,512,0,Regular Customers
405-1714213-4259204,74,1,1099.71,3,1,2,6,312,1,Occasional Buyers
405-1714363-9902176,34,1,672.5,4,1,1,6,411,0,Regular Customers
405-1714422-7955983,4,1,2261.01,5,1,3,9,513,0,Regular Customers
405-1714472-3704032,108,1,5910.92,1,1,5,7,115,2,High Value Customers
405-1714547-8074651,74,1,2898.78,3,1,4,8,314,1,Occasional Buyers
405-1714621-1055030,62,1,2699.03,3,1,4,8,314,1,Occasional Buyers
405-1715169-4670133,55,1,2083.35,3,1,3,7,313,0,Regular Customers
405-1715389-1324699,59,1,716.09,3,1,1,5,311,0,Regular Customers
405-1715452-9164659,80,1,1048.05,2,1,2,5,212,1,Occasional Buyers
405-1715491-4191270,28,1,1419.84,4,1,2,7,412,0,Regular Customers
405-1716320-3060661,55,1,2674.33,3,1,4,8,314,0,Regular Customers
405-1716481-8163881,20,1,756.44,5,1,1,7,511,0,Regular Customers
405-1716484-7797097,102,1,5154.3,1,1,5,7,115,2,High Value Customers
405-1716513-3390326,105,1,2261.65,1,1,3,5,113,1,Occasional Buyers
405-1716644-4707616,92,1,2840.52,2,1,4,7,214,1,Occasional Buyers
405-1717644-9113209,112,1,1840.9,1,1,3,5,113,1,Occasional Buyers
405-1717734-6964084,9,1,714.66,5,1,1,7,511,0,Regular Customers
405-1718308-7803292,107,1,8188.97,1,1,5,7,115,2,High Value Customers
405-1718927-9714064,104,1,2083.35,1,1,3,5,113,1,Occasional Buyers
405-1718982-4171130,13,1,1011.08,5,1,1,7,511,0,Regular Customers
405-1719529-3673624,18,1,3175.56,5,1,4,10,514,0,Regular Customers
405-1720534-4461950,78,1,2055.19,2,1,3,6,213,1,Occasional Buyers
405-1720787-7253248,114,1,4383.74,1,1,5,7,115,1,Occasional Buyers
405-1720946-5372434,32,1,6461.88,4,1,5,10,415,2,High Value Customers
405-1721198-2981608,23,1,492.62,5,1,1,7,511,0,Regular Customers
405-1721540-1000483,57,1,817.42,3,1,1,5,311,0,Regular Customers
405-1721972-1558352,87,1,783.99,2,1,1,4,211,1,Occasional Buyers
405-1722040-8436593,15,1,663.89,5,1,1,7,511,0,Regular Customers
405-1722422-1476902,40,1,4487.48,4,1,5,10,415,2,High Value Customers
405-1722766-8268876,51,1,1697.63,3,1,2,6,312,0,Regular Customers
405-1722993-7698334,48,1,4955.64,4,1,5,10,415,2,High Value Customers
405-1723187-7832541,89,1,4472.48,2,1,5,8,215,2,High Value Customers
405-1723493-4048734,113,1,2182.98,1,1,3,5,113,1,Occasional Buyers
405-1723740-6020564,32,1,1978.7,4,1,3,8,413,0,Regular Customers
405-1723899-4674670,107,1,2540.4,1,1,4,6,114,1,Occasional Buyers
405-1724093-4914691,111,1,3576.12,1,1,4,6,114,1,Occasional Buyers
405-1724214-9970927,13,1,2538.22,5,1,4,10,514,0,Regular Customers
405-1724363-4849427,91,1,2365.96,2,1,3,6,213,1,Occasional Buyers
405-1724750-3292165,36,1,2877.16,4,1,4,9,414,0,Regular Customers
405-1725073-1640223,76,1,2947.77,2,1,4,7,214,1,Occasional Buyers
405-1725350-4832965,82,1,1816.6,2,1,3,6,213,1,Occasional Buyers
405-1725375-3944968,94,1,988.61,2,1,1,4,211,1,Occasional Buyers
405-1725636-8299156,13,1,851.06,5,1,1,7,511,0,Regular Customers
405-1725978-4959099,35,1,1328.82,4,1,2,7,412,0,Regular Customers
405-1726126-1994546,4,1,5435.64,5,1,5,11,515,2,High Value Customers
405-1726357-6801202,81,1,1902.48,2,1,3,6,213,1,Occasional Buyers
405-1726368-3517269,67,1,2083.35,3,1,3,7,313,1,Occasional Buyers
405-1726845-3638167,46,1,777.19,4,1,1,6,411,0,Regular Customers
405-1727445-5708380,118,1,1571.72,1,1,2,4,112,1,Occasional Buyers
405-1728084-9254023,11,1,3918.16,5,1,5,11,515,0,Regular Customers
405-1728318-1840859,46,1,8188.97,4,1,5,10,415,2,High Value Customers
405-1728358-2051406,51,1,8188.97,3,1,5,9,315,2,High Value Customers
405-1728454-3864633,113,1,3874.66,1,1,5,7,115,1,Occasional Buyers
405-1728901-3177376,96,1,4969.5,2,1,5,8,215,2,High Value Customers
405-1729001-5270868,47,1,325.76,4,1,1,6,411,0,Regular Customers
405-1730132-5838329,36,1,2557.53,4,1,4,9,414,0,Regular Customers
405-1730323-1295813,77,1,1927.08,2,1,3,6,213,1,Occasional Buyers
405-1730449-7812136,76,1,2388.35,2,1,3,6,213,1,Occasional Buyers
405-1730530-8663530,94,1,610.38,2,1,1,4,211,1,Occasional Buyers
405-1730970-4629531,110,1,1434.01,1,1,2,4,112,1,Occasional Buyers
405-1731062-6051431,113,1,427.96,1,1,1,3,111,1,Occasional Buyers
405-1731376-1168654,102,1,1417.56,1,1,2,4,112,1,Occasional Buyers
405-1731573-1317053,63,1,1662.6,3,1,2,6,312,1,Occasional Buyers
405-1731618-9735668,116,1,8188.97,1,1,5,7,115,2,High Value Customers
405-1731990-9917231,83,1,1351.35,2,1,2,5,212,1,Occasional Buyers
405-1732578-5732439,98,1,2083.35,2,1,3,6,213,1,Occasional Buyers
405-1732725-6599263,97,1,1071.1,2,1,2,5,212,1,Occasional Buyers
405-1732955-6669066,30,1,896.45,4,1,1,6,411,0,Regular Customers
405-1733115-9666324,79,1,391.38,2,1,1,4,211,1,Occasional Buyers
405-1733435-5704329,4,1,1366.08,5,1,2,8,512,0,Regular Customers
405-1734489-9467799,33,1,2083.35,4,1,3,8,413,0,Regular Customers
405-1735181-5675808,35,1,866.07,4,1,1,6,411,0,Regular Customers
405-1735219-5216223,29,1,439.8,4,1,1,6,411,0,Regular Customers
405-1735412-8940133,82,1,1985.25,2,1,3,6,213,1,Occasional Buyers
405-1735846-6619016,113,1,330.71,1,1,1,3,111,1,Occasional Buyers
405-1735856-3141250,5,1,1346.66,5,1,2,8,512,0,Regular Customers
405-1735879-4772390,57,1,1173.64,3,1,2,6,312,0,Regular Customers
405-1736036-9965869,93,1,500.3,2,1,1,4,211,1,Occasional Buyers
405-1736119-3115006,65,1,2211.76,3,1,3,7,313,1,Occasional Buyers
405-1736621-3866974,6,1,4468.5,5,1,5,11,515,0,Regular Customers
405-1736673-8810662,29,1,658.16,4,1,1,6,411,0,Regular Customers
405-1736820-1346882,120,1,659.48,1,1,1,3,111,1,Occasional Buyers
405-1736936-9574380,97,1,5029.12,2,1,5,8,215,2,High Value Customers
405-1737277-9088827,76,1,718.42,2,1,1,4,211,1,Occasional Buyers
405-1737298-7872727,91,1,8188.97,2,1,5,8,215,2,High Value Customers
405-1737360-3449982,3,1,5800.5,5,1,5,11,515,2,High Value Customers
405-1737660-2805076,20,1,2083.35,5,1,3,9,513,0,Regular Customers
405-1737696-2313953,75,1,5464.96,2,1,5,8,215,2,High Value Customers
405-1738486-1481762,41,1,1912.8,4,1,3,8,413,0,Regular Customers
405-1738921-1711132,75,1,1608.28,2,1,2,5,212,1,Occasional Buyers
405-1738941-8057227,102,1,617.8,1,1,1,3,111,1,Occasional Buyers
405-1738979-8650864,95,1,7772.2,2,1,5,8,215,2,High Value Customers
405-1739133-2758949,38,1,2151.74,4,1,3,8,413,0,Regular Customers
405-1739228-2124530,46,1,5287.56,4,1,5,10,415,2,High Value Customers
405-1739920-4577997,2,1,500.12,5,1,1,7,511,0,Regular Customers
405-1739988-5910718,76,1,1276.89,2,1,2,5,212,1,Occasional Buyers
405-1740179-2873173,53,1,1183.7,3,1,2,6,312,0,Regular Customers
405-1740375-6609053,106,1,2083.35,1,1,3,5,113,1,Occasional Buyers
405-1740398-6265082,111,1,4849.4,1,1,5,7,115,2,High Value Customers
405-1741185-1424236,118,1,1554.12,1,1,2,4,112,1,Occasional Buyers
405-1741392-2488450,67,1,3058.44,3,1,4,8,314,1,Occasional Buyers
405-1741435-9234980,16,1,4096.94,5,1,5,11,515,0,Regular Customers
405-1741802-3263534,104,1,1542.61,1,1,2,4,112,1,Occasional Buyers
405-1741904-5467764,26,1,2216.88,4,1,3,8,413,0,Regular Customers
405-1742153-3182382,97,1,3578.54,2,1,4,7,214,1,Occasional Buyers
405-1742180-7268879,73,1,2100.8,3,1,3,7,313,1,Occasional Buyers
405-1742640-2403447,102,1,1851.0,1,1,3,5,113,1,Occasional Buyers
405-1742681-4687849,37,1,2086.17,4,1,3,8,413,0,Regular Customers
405-1742814-9780991,16,1,1760.46,5,1,2,8,512,0,Regular Customers
405-1743370-1436322,103,1,2922.85,1,1,4,6,114,1,Occasional Buyers
405-1743429-2198182,51,1,273.55,3,1,1,5,311,0,Regular Customers
